Name,Unique,Type,Cost,Mission/DilemmaType,Span,Points,Quadrant,Affiliation,Icons,Staff,Keywords,Class,Species,Skills,Integrity/Range,Cunning/Weapons,Strength/Shields,Text
Raise the Stakes (IDR),N,Event,4,,,,,,,,,,,,,,,"Plays in your core. Each of your opponent's personnel are attributes +1. Each of your missions are worth 5 more points. When you are about to lose command of this event, remove it from the game instead."
Slightly Awkward (IDR),N,Event,0,,,,,,,,Q. Temporal.,,,,,,,"Plays in your core. When a personnel that the player on your right commands begins a mission attempt, you may discard an equipment, event, or interrupt from hand to choose one: draw an extra dilemma; or, spend one extra in total cost on dilemmas."
Alpha 5 Approach Transport Crash Survivor (IDR),Y,Mission,0,S,3,30,A,Any affiliation may attempt this mission.,,,,,,"16 different skills, and Cunning>32",,,,"When a player's personnel begin a mission attempt with five or less personnel, the player to the left of that player may draw six extra dilemmas and spend six extra on dilemmas."
Automated Server (IDR),N,Personnel,2,,,,,Non-Aligned,,,Waiter.,,Hologram,Anthropology Diplomacy Exobiology Transporters,5,5,4,"While you command three [Fer] personnel, this personnel is attributes +1, gains Acquisition, and becomes [Fer]."
Doran (IDR),N,Personnel,2,,,,,Non-Aligned,,,,,Hologram,Anthropology Engineer Physics Treachery,3,5,5,"While you command three [Car] personnel, this personnel is attributes +1, gains Archaeology, and becomes [Car]."
Garren (IDR),N,Personnel,2,,,,,Non-Aligned,,,,,Hologram,Astrometrics Navigation Programming Science,5,5,5,"While you command three [Rom] personnel, this personnel is attributes +1, gains Engineer, and becomes [Rom]."
K'wov (IDR),N,Personnel,2,,,,,Non-Aligned,,,,,Hologram,Exobiology Navigation Security,4,4,6,"While you command three [Kli] personnel, this personnel is attributes +1, gains Leadership, and becomes [Kli]."
Sumek (IDR),N,Personnel,2,,,,,Non-Aligned,,,,,Hologram,Geology Honor Medical,6,6,6,"While you command three [Fed] personnel, this personnel gains Biology and Officer, and becomes [Fed]."
Olarra (IDR),Y,Ship,5,,,,,Non-Aligned,[Voy],[Stf][Stf][Stf],,Transport Class,,,8,6,7,"While your [NA] Hologram with no staffing icons is aboard this ship, he or she gains [Stf]. While you have a lower score than each of your opponents and a Hologram personnel is aboard this ship, you may spend an additional counter this turn."
Unicomplex Root of the Hive Mind *VP,Y,Mission,0,H,2,,D,Borg Headquarters,,,,,,You may play [Bor] cards and equipment at this mission.,,,,You cannot command another Headquarters mission.
Jean-Luc Picard Starship Captain *VP,Y,Personnel,3,,,,,Federation,[Cmd][TNG],,Commander: U.S.S. Enterprise-D.,,Human,Diplomacy Honor Law Leadership Navigation Officer,8,6,6,"Order - This personnel loses Diplomacy, Law, and Navigation and gains Anthropology, Archaeology, and Science until the end of this turn. You may do this only once each turn."
Guess Who's Coming to Dinner? *VP,N,Dilemma,2,D,,,,,,,,,,,,,,"Choose a personnel who has Diplomacy or Integrity>6 to be stopped. If you cannot, randomly select a personnel to be killed."
Picking Up the Pieces *VP,N,Dilemma,2,P,,,,,,,,,,,,,,"Unless you have Geology or Programming, all your personnel are stopped. If you have two or more personnel who have Geology or Programming, randomly select all but one of those personnel to be stopped."
Just Like Old Times *VP,N,Event,1,,,,,,,,Assault.,,,,,,,"Plays in your core. Order - Destroy this event to begin combat involving your Bajoran Resistance personnel. If you win, score 15 points."
Tragic Turn *VP,N,Dilemma,3,D,,,,,,,Consume: 2.,,,,,,,"Place this dilemma on this mission (limit one per mission). When a dilemma is overcome here, if that dilemma killed any of your personnel, randomly select a personnel attempting the mission to be killed. Otherwise, if that dilemma stopped any of your personnel, randomly select a personnel attempting the mission to be stopped."
Disadvantage Into Advantage *VP,N,Event,1,,,,,,,,,,,,,,,"To play this event, you must command three [TNG] personnel. Plays in your core. The first unique personnel played each turn costs -2."
Christening *VP,N,Event,3,,,,,,,,,,,,,,,"Reveal your hand. If you do not command a ship and you do not reveal a ship from hand, this event is cost -3. Download a ship. Destroy this event."
Odo Bajoran Representative *VP,Y,Personnel,2,,,,,Bajoran,[Cmd][TN],,Shape-shifter.,,Changeling,Law Leadership Security,6,7,8,"To play this personnel, you must command three non-Dissident [TN] personnel. You may play this personnel at your [HQ] {Mouth of the Wormhole} at cost +5 to do any or all of the following: score 5 points, download an equipment, download {Ruling Council}, download a [TN] card."
Gateway Historical Research *VP,Y,Mission,0,P,2,35,A,Any affiliation may attempt this mission.,,,,,,"2 Anthropology, 2 Archaeology, and Integrity>33",,,,"At the start of your turn, if this is your first turn and any opponent has had a turn, you may download a personnel."
Mila Trusted Confidante *VP,Y,Personnel,2,,,,,Cardassian,,,Chef. Dissident.,,Cardassian,Biology Honor Intelligence Medical,7,5,3,"When an interrupt is played, you may kill this personnel to prevent that interrupt and place it in its owner's discard pile."
Pitching In *VP,N,Dilemma,4,D,,,,,,,,,,,,,,"If you have four or more personnel who have a cost of 2 or less attempting this mission, this dilemma is cost -3. Choose a Leadership or Security personnel to be stopped. Then choose an Engineer or Programming personnel to be stopped."
After Action Report,N,Dilemma,2,D,,,,,,,,,,,,,,Randomly select a personnel to be stopped for each completed mission you command.
Any Methods Necessary,N,Dilemma,5,S,,,,,,,,,,,,,,"Unless you have a Medical personnel who has Integrity<5 or Intelligence, randomly select a personnel to be placed in your opponent's brig, then all your other personnel are stopped."
Covert Extraction,N,Dilemma,1,S,,,,,,,,,,,,,,"Choose a personnel who has Intelligence or Transporters to be stopped. If you cannot, randomly select a personnel to be killed."
Disaster,N,Dilemma,1,D,,,,,,,,,,,,,,"Place this dilemma on this mission. When your personnel uses a skill while facing a Damage dilemma here, that personnel is stopped. At the end of this turn, this dilemma is overcome."
Hard of Heart,N,Dilemma,2,P,,,,,,,,,,,,,,"Randomly select two personnel. Unless those personnel have Geology and Cunning>11 or Strength>13, those personnel are killed."
Historical Pursuit,N,Dilemma,1,D,,,,,,,Consume: 1.,,,,,,,"Unless you have Archaeology, Honor, and Transporters or an Artifact equipment, all your personnel are stopped."
Journey to the Past,N,Dilemma,4,P,,,,,,,,,,,,,,"Unless you have Anthropology, Geology, Science, and Cunning>34 or Diplomacy, Programming, Security, and Strength>32, randomly select three personnel. Place this dilemma in your core, then place those personnel on this dilemma. At the end of your next turn, remove this dilemma from the game and place all personnel here on a planet or headquarters mission."
Know Thy Enemy,N,Dilemma,2,P,,,,,,,,,,,,,,"Reveal your hand and the hand of your opponent on your left. If your opponent reveals personnel with more total Strength than the total Strength of personnel that you have revealed in this way, randomly select one of your personnel to be killed and all your personnel are stopped."
Pattern Loss,N,Dilemma,1,S,,,,,,,,,,,,,,"Place this dilemma on this mission (limit one per mission). When a dilemma requiring Transporters is revealed at this mission, add one level of each skill that is in that dilemma's requirements to those requirements until the end of that dilemma."
Silent Witness,N,Dilemma,4,S,,,,,,,,,,,,,,Randomly select two personnel. Each of those personnel who does not have Leadership is killed.
Surface Defense,N,Dilemma,3,P,,,,,,,,,,,,,,"Unless you have Archaeology, Exobiology, and Programming or 2 Engineer and 2 Physics, all your personnel are stopped and this dilemma is placed on your ship at this mission. Damage - To move this ship, you must stop one of your Navigation personnel aboard."
Underlying Influence,N,Dilemma,1,P,,,,,,,,,,,,,,"Place this dilemma on this mission (limit one per mission). When a dilemma requiring Archaeology is revealed at this mission, add one level of each skill that is in that dilemma's requirements to those requirements until the end of that dilemma."
Unorthodox Recruitment,N,Dilemma,2,P,,,,,,,,,,,,,,"Unless you have Intelligence, randomly select a personnel who has Cunning>6 to be placed in his or her owner's discard pile. If you cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile."
Vanishing Act,N,Dilemma,3,S,,,,,,,,,,,,,,"Unless you have 2 Astrometrics or 2 Transporters, all your personnel are stopped and this dilemma returns to its owner's dilemma pile."
Denevan Crystals,Y,Event,1,,,,,,,,Commodity. Crime.,,,,,,,"While you command but do not own this event, each player's Smuggler personnel gains Acquisition."
Iota Geminorum IV Relocate Polygeminus Grex,Y,Mission,0,P,2,35,A,Any affiliation may attempt this mission.,,,,,,"Anthropology, Exobiology, Leadership, Security, and any attribute>36",,,,{Infestation} cannot be prevented.
Kavis Alpha Research Binary Star,Y,Mission,0,S,3,30,A,Any affiliation may attempt this mission.,,,,,,"Anthropology, Biology, Medical, and any attribute>32",,,,"When an opponent's personnel is stopped by your {Infestation}, he or she chooses another personnel facing that dilemma to be stopped."
Maranga IV Ecological Crisis,Y,Mission,0,P,2,35,A,Any affiliation may attempt this mission.,,,,,,"Anthropology, Geology, Programming, any attribute>36 and (Honor or Treachery)",,,,"When you reveal {Infestation} from your dilemma stack, it is cost -1."
Brin,N,Personnel,2,,,,,Bajoran,[Stf],,,,Bajoran,Archaeology Physics Science Transporters Treachery,3,5,5,"When a card in your discard pile is removed from the game, if this personnel is in your hand, you may place him on your headquarters mission where he could be played."
Sorad,N,Personnel,1,,,,,Bajoran,[DS9],,Vedek.,,Bajoran,Exobiology Geology Science,6,5,5,
Connectivity Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone.,,Borg,Engineer Programming Security,5,5,5,
Damar Resourceful Supervisor,Y,Personnel,2,,,,,Cardassian,[Cmd][TN],,Gul.,,Cardassian,Engineer Intelligence Officer Physics,4,5,6,"When you play this personnel, flip any player's dilemma pile over. Then, remove the top dilemma of each player's dilemma pile from the game."
Danig Kell,N,Personnel,1,,,,,Cardassian,[Cmd],,Legate.,,Cardassian,Diplomacy Officer Security,5,6,5,
Nidet,N,Personnel,2,,,,,Cardassian,[Stf],,,,Cardassian,Biology Medical Programming Security,4,5,6,"When you place a personnel an opponent owns in your brig, if this personnel is in your hand, you may place him on your headquarters mission where he could be played."
Greitak,N,Personnel,1,,,,,Dominion,[Stf],,,,Ochshea,Biology Officer Transporters,6,5,5,
Guna'shan,N,Personnel,2,,,,,Dominion,[Stf],,,,Jem'Hadar,Geology Physics Security,6,5,8,"When you place an Infiltrator you own aboard an opponent's ship and this personnel is in your hand, you may place him on your headquarters mission where he could be played."
Pimoo,N,Personnel,2,,,,,Dominion,[Stf],,,,Dosi,Acquisition Anthropology Programming Transporters,6,6,6,"When you play a Commodity event, you may stop this personnel to make that event cost -2."
Jean-Luc Picard Unraveled,Y,Personnel,2,,,,,Federation,[Stf][TNG][AU],,Q.,,Human,Astrometrics Engineer Physics Science,6,6,6,"When you play this personnel, you may download {Engineering PADD} and/or {Science PADD}."
"Kodos the Executioner ""Anton Karidian""",Y,Personnel,2,,,,,Federation,[TOS][Pa],,,,Human,Anthropology Biology Leadership Programming 2 Treachery,2,6,5,"You may play this personnel at cost +3 to search your dilemma pile for up to three copies of {The Conscience of the King} and place them on your opponent's missions. Then, shuffle and replace your dilemma pile."
Tuvok Stolid Ensign,Y,Personnel,2,,,,,Federation,[Stf][Voy],,,,Vulcan,Astrometrics Law Officer Science,6,6,7,You may play this personnel aboard your [TOS] ship.
Benjamin Sisko Grand Proxy,Y,Personnel,2,,,,,Ferengi,[Cmd],,Commander: U.S.S. Defiant.,,Human,Diplomacy Engineer Leadership Navigation Officer,6,6,6,
Prosar,N,Personnel,2,,,,,Ferengi,[Stf],,,,Ferengi,Acquisition Astrometrics Biology Science,4,6,4,"When you give command of a Commodity event you own to an opponent, if this personnel is in your hand or beneath your {Ferenginar}, you may place him on your headquarters mission where he could be played."
Filuz,N,Personnel,1,,,,,Klingon,[Stf],,High Council Member.,,Klingon,Anthropology Intelligence Security Treachery,3,6,5,
Kurn Son of Mogh,Y,Personnel,2,,,,,Klingon,[Cmd],,,,Klingon,2 Diplomacy Honor Navigation 2 Security,7,5,7,"When you play this personnel, each opponent draws a card."
Ah-Kel,N,Personnel,2,,,,,Non-Aligned,[Stf],,Smuggler.,,Miradorn,Archaeology Diplomacy Exobiology Medical,5,6,6,"When you play this personnel, you may download {Smuggling Run}."
Allamill,N,Personnel,1,,,,,Non-Aligned,[Stf][Pa],,Smuggler.,,Alien,Astrometrics Navigation,4,6,6,"When you play this personnel, the next Commodity event you play this turn is cost -2."
Brathaw First Mate,Y,Personnel,2,,,,,Non-Aligned,[Stf][Maq],,Smuggler.,,Bolian,Anthropology Diplomacy Law Officer,6,6,5,"At the start of your turn, you may discard a card from hand to make this personnel gain a skill required by this mission until the end of this turn."
Dar,N,Personnel,2,,,,,Non-Aligned,,,,,Hologram,Archaeology Engineer Navigation Transporters,5,5,5,"While you command three [Dom] personnel, this personnel is Cunning +2, Strength +2, and becomes [Dom]."
