Name,Unique,Cost,Affiliation,Icons,Keywords,Species,Skills,Integrity,Cunning,Strength,Text
Zon Fated Challenger,Y,2,Non-Aligned,[Cmd][Pa],,Nausicaan,Physics Security,4,5,8,This personnel is Strength +2 for each completed mission your opponents command (limit +6).
Odo Vigilant Staffer,Y,3,Bajoran,[Cmd][DS9],,Human,Acquisition Law Security,7,7,6,"You may play this personnel aboard your [TOS] ship. When your [Pa] personnel present is about to be killed by a dilemma, you may return this personnel to his owner's hand to prevent that."
Damar Martyred Outlaw,Y,1,Cardassian,[Cmd],Commander: Niala. Dissident. Legate.,Cardassian,2 Leadership,7,6,6,"When you play this personnel, discard a card from hand. When this personnel is killed by a dilemma or in combat, you may place up to three [Car] Dissidents from your hand at your headquarters mission where they could be played."
Dukat Erstwhile Ally,Y,3,Cardassian,[Cmd][DS9][TN],Commander: Naprem. Gul.,Cardassian,Diplomacy 2 Leadership Programming 2 Treachery,2,6,6,Order - Discard a card from hand to begin an engagement involving your [Dom] personnel or your [DS9] personnel. You may do this only once each turn.
Elim Garak Imposing Patriot,Y,1,Cardassian,[Cmd],Dissident.,Cardassian,Anthropology Intelligence Security,6,6,6,"When you play this personnel, discard a card from hand. When you play this personnel, you may download {For Cardassia!} or a Hand Weapon equipment."
Martok Founder False Flag Officer,Y,3,Dominion,[Cmd],Commander: I.K.S. Negh'Var. Founder. General. Infiltrator. Shape-shifter.,Changeling,Diplomacy Intelligence Leadership 2 Treachery,2,6,8,"You may play this personnel at your {Qo'noS}. While this personnel is attempting a mission, you may meet Integrity requirements with Strength instead."
Benjamin Sisko Resourceful Captain,Y,2,Federation,[Cmd][E],Commander: Salvaged Attack Ship.,Human,Engineer Leadership Officer Security,6,6,6,"While this personnel is at a [Dom] mission, he is attributes +1. Order - This personnel gains a skill required by your [Dom] mission. This effect lasts until this order is executed again."
Cal Hudson Nostalgic Rebel,Y,2,Federation,[Cmd][DS9][Maq],,Human,Diplomacy Law Navigation Officer Treachery,4,6,6,"While this personnel is facing a dilemma, you may discard a card from hand to make him lose a skill until the end of that dilemma. You may do this only once each dilemma."
Jean-Luc Picard Compassionate Advocate,Y,3,Federation,[Cmd][DS9],Commander: U.S.S. Enterprise-D.,Human,Anthropology Archaeology 2 Diplomacy Honor Law Officer,8,6,6,"To play this personnel, you must command three [Baj] personnel."
Quark Practical Apologist,Y,3,Ferengi,[TN],,Ferengi,Acquisition Anthropology Diplomacy Intelligence,4,6,4,"When you play this personnel, you may download a Jem'Hadar personnel and place it beneath your {Ferenginar}. While attempting a mission, your [TN] personnel present may use Strength to meet Cunning requirements."
"Arne Darvin ""Hero of the Empire""",Y,3,Klingon,[Cmd],Assassin. Infiltrator.,Klingon,Anthropology Archaeology Intelligence 2 Treachery,2,6,7,"When your {Infestation} stops a personnel, you may stop this personnel to kill that stopped personnel."
Enabran Tain Prideful Director,Y,4,Romulan,[Cmd],Commander: Serrola.,Cardassian,2 Intelligence 2 Leadership 2 Treachery,2,7,3,"When your opponent is about to fail a mission attempt at this mission, randomly select a personnel involved to be placed in your brig."
Navaar Experienced Gift *VP,Y,4,Non-Aligned,[Stf][Pa],Thief.,Orion,Acquisition Diplomacy Exobiology 2 Leadership 2 Treachery,4,6,4,"When a Thief present is facing a dilemma, you may destroy your event to have that Thief gain a skill of your choice until the end of that mission attempt."
Chell Incessant Chatterbox,Y,3,Federation,[Stf][Voy],,Bolian,Diplomacy Engineer Navigation Transporters Treachery,4,6,5,"When your opponent plays an interrupt, you may place this personnel from hand aboard your [Fed][Voy] ship and lose 5 points to prevent that interrupt and place it in its owner's discard pile."
The Devil Fearsome Illusion,Y,2,Non-Aligned,,,Hologram,3 Treachery,1,6,6,"When an interrupt is played, you may place this personnel on your Holoprogram to prevent that interrupt and place it in its owner's discard pile. (You no longer command this personnel.)"
Ezri Tigan Cynical Mercenary,Y,3,Bajoran,[Cmd][AU],Smuggler.,Trill,Anthropology Navigation Physics Security Transporters,4,6,4,"When you play this personnel, you may shuffle any number of [AU][NA] personnel from your discard pile into your deck."
Romara Cal Personal Physician,Y,2,Bajoran,[Stf][AU],,Bajoran,Acquisition Exobiology Medical Programming,5,6,5,"When an opponent completes a mission, you may take a card in your discard pile into your hand."
Teleportation Drone,N,1,Borg,[Stf],Drone. Interlink: Transporters.,Borg,Security,5,5,5,
Julian Bashir Visiting Colleague,Y,2,Federation,[Stf][TNG],Genetically Enhanced.,Human,Exobiology 2 Medical Science,5,8,6,"While this personnel is present with an Android, he gains Engineer and Programming."
Broik,N,2,Ferengi,[Stf],Waiter.,Ferengi,Acquisition Biology Programming Transporters Treachery,3,6,4,"When an opponent completes a mission, you may place the top card of your deck beneath your {Ferenginar} and/or give command of your Commodity to that opponent."
Ba'el Reconciling Differences,Y,3,Klingon,,,Klingon/Romulan,Anthropology Archaeology Exobiology Geology Science,6,5,5,"When you play this personnel, reveal the top four cards of your deck. You may take each personnel without a staffing icon revealed this way into your hand. Discard the remaining cards."
Duras the Elder Son of Toral,Y,2,Klingon,[Cmd][Pa],,Klingon,Biology Leadership Security 2 Treachery,2,6,7,"When your Treachery Klingon present is about to be stopped or killed by a dilemma, you may discard a card from hand to make this personnel gain one of his or her attributes until the end of that mission attempt. You may do this only once each turn."
Gorvil,N,2,Klingon,[Pa],,Klingon,2 Law Physics Security Treachery,4,6,5,"When you play this personnel, each player removes all events and interrupts in his or her discard pile from the game."
K'rad,N,2,Klingon,[Stf],,Klingon,Anthropology Programming Science,7,5,6,"When you play an interrupt, if this personnel is attempting a mission, draw a card."
Klaa Dauntless Hunter,Y,3,Klingon,[Cmd][Pa],Commander: I.K.S. Chontay.,Klingon,Astrometrics Leadership Officer 2 Treachery,4,5,8,"When you play this personnel, if you command a Maneuver event, score 5 points."
Kortar Slayer of Gods,Y,2,Klingon,[AU],,Klingon,Anthropology Archaeology Navigation,5,7,8,"When you play this personnel, you may play up to two Klingon personnel from your discard pile as if they were in your hand."
Valkris Loyalty Unshaken,Y,3,Klingon,[Cmd][Pa],Smuggler.,Klingon,Intelligence Programming Science Treachery,4,6,7,"When an opponent downloads a card, that opponent must choose one: place it on the top of his or her deck instead of in their hand; or you may draw two cards."
Vekma Impartial Appraiser,Y,2,Klingon,[Stf],,Klingon,Biology Exobiology Medical,5,4,7,"When you play this personnel, you may download a Human personnel."
0413-Theta,N,1,Non-Aligned,[AU],,Human,Geology Treachery,5,5,5,"At the start of your turn, you may kill this personnel to spend two additional counters that turn."
Errol,N,2,Non-Aligned,[Stf][AU],,Human,Anthropology Exobiology Medical Navigation Programming,6,6,6,"While this personnel is in your discard pile, you may play him from your discard pile at cost +1."
Jennifer Sisko Sympathetic Professor,Y,4,Non-Aligned,[Stf][AU],,Human,Astrometrics Engineer Physics Science Transporters Treachery,4,7,5,"When personnel that the player on your right commands begin a mission attempt, you may take a Persistent dilemma from beneath a different mission that opponent commands and place it aside. After you have chosen dilemmas for your dilemma stack, place that dilemma on top of your dilemma stack."
Klaa Dauntless Hunter *VP,Y,3,Klingon,[Cmd][Pa],Commander: I.K.S. Chontay.,Klingon,Astrometrics Leadership Officer 2 Treachery,4,5,8,"When you play this personnel, if you command a Maneuver event, score 5 points."
Two of Nine Transtator Drone *VP,Y,2,Borg,[Stf],Drone.,Borg,Anthropology Science Security,5,5,7,Order - Place this personnel on the bottom of his owner's deck to choose one: destroy an event; download a card that has a cost of 5 or more; or draw three cards.
Odo The Great Link's Savior *VP,Y,5,Dominion,[Cmd],Shape-shifter.,Changeling,Anthropology Exobiology Honor Law Leadership Programming 2 Security,7,7,8,"When this personnel is about to be killed or stopped by a dilemma, you may have each opponent score 5 points to prevent that."
Jadzia Dax Science Officer *VP,Y,4,Federation,[Stf][DS9],Host.,Trill,Anthropology Archaeology Astrometrics Exobiology 2 Navigation Science,6,7,6,"While this personnel is facing a dilemma, she gains Geology and Physics."
Matthew Dougherty Misguided Admiral *VP,Y,4,Federation,[Cmd][E],Admiral.,Human,Diplomacy Leadership Officer Treachery,3,6,5,Order - Destroy your staffed [E] ship or your staffed [TNG] ship with two or more staffing icons to make all your personnel attributes +3 until the end of this turn. You may do this only once each turn.
Revised Paris Female Ensign Chaser *VP,Y,1,Federation,[Voy][Fut],,Hologram,Astrometrics 2 Navigation Treachery,3,5,6,Order - Discard a card titled {Tom Paris} or Revised Paris from hand to make each of your [Fut][Voy] Holograms gain [Cmd] until the end of this turn. You may do this only once each turn.
Data Loyal Brother *VP,Y,1,Non-Aligned,[Cmd],,Android,Astrometrics Biology Engineer 2 Programming Treachery,3,9,10,"At the start of each of your turns, you must discard an event from hand or stop this personnel."
Borg Queen Perfectionist *VP,Y,3,Borg,[Cmd],Commander: Queen's Borg Cube.,Borg,3 Leadership Treachery,3,8,6,"While this personnel is facing a dilemma, each personnel you command but do not own cannot be stopped."
Christine Chapel Clandestine Vessel,Y,1,Federation,[Stf][TOS][Pa],,Human,2 Biology Medical,6,5,4,You may play this personnel at cost +2 to make her gain all skills on a [TOS] personnel at this mission until the end of this turn.
Jean-Luc Picard Reluctant Swashbuckler,Y,4,Federation,[TNG],Q.,Human,Honor Law Leadership 2 Security,8,6,6,"When you play this personnel, each player may download {Vash}. When this personnel is about to be stopped by a dilemma, if Vash is present, score 5 points. You may do this only once each turn."
Vash Duplicitous Damsel,Y,3,Federation,[TNG],Q.,Human,Anthropology Archaeology 2 Diplomacy Treachery,3,6,4,"When you play this personnel, each player may download {Jean-Luc Picard}. When this personnel is about to be captured or killed, if Jean-Luc Picard is present, you may lose 5 points to prevent that."
Hawk Reborn,Y,2,Borg,[Stf],Drone.,Borg,Astrometrics 2 Navigation Officer Security,5,5,6,
Edward Jellico Brusque Martinet,Y,2,Federation,[Cmd][TNG],Commander: U.S.S. Enterprise-D.,Human,Diplomacy Engineer Law Leadership Officer,6,6,5,Order - Stop your personnel present with a skill required by this mission to make each player reveal the top three cards of their deck. Discard all interrupts revealed this way. You may do this only once each turn.
Miral Paris Daughter of B'Elanna,Y,4,Federation,[Stf][E][Fut],,Human/Klingon,Anthropology Diplomacy Engineer Honor Programming,6,6,7,"When this personnel enters play, you may take a non-Artifact equipment that costs 2 or less from your discard pile and place it present with this personnel."
Vorik Unflappable,Y,3,Federation,[Stf][Voy],,Vulcan,Engineer Geology Physics Programming Transporters,5,7,7,"While this personnel is attempting a mission, you may destroy your Decay event to make him attributes +1 for each card that was on that event until the end of the mission attempt (limit +4)."
Sirella Forbidding Matriarch,Y,2,Klingon,,,Klingon,Anthropology Archaeology Geology Law Programming,6,5,6,"When your Host or Honor Klingon personnel present is stopped by a dilemma, you may make this personnel attributes +1 (limit +3) until the end of this turn."
Cyrano Jones Troublesome Peddler,Y,3,Non-Aligned,[Stf][Pa],Smuggler. Thief.,Human,Acquisition Anthropology Exobiology Geology Navigation,4,6,5,"When a Commodity or Crime event you own is destroyed by a card an opponent owns, you may stop this personnel to take that event into your hand instead."
Leonardo da Vinci Renaissance Man,Y,3,Non-Aligned,,,Hologram,Astrometrics Biology Geology Physics Science,6,7,4,"When you play this personnel aboard your ship, you may choose one: remove a Damage card from that ship; or download a non-Hand Weapon equipment."
Lily Sloane Voice of Reason,Y,2,Non-Aligned,[Stf][Pa],,Human,2 Engineer Honor Physics,7,6,6,"While this personnel is facing a dilemma, you may place a Damage card from hand on your ship at this mission to make a personnel present attributes +4 (limit +12) until the end of that dilemma."
V'Las Treacherous Administrator,Y,4,Non-Aligned,[Cmd][Pa],,Vulcan,Diplomacy Intelligence Law Leadership Security 2 Treachery,3,7,6,"While present with two [Rom] personnel or two Vulcans, this personnel cannot be stopped or killed by dilemmas that cost 3 or less."
Daniel Greaves Strongman,Y,3,Starfleet,[Stf][Pa],Assassin. Dissident.,Human,Leadership 2 Navigation Security 2 Treachery,3,6,6,"Order - If this personnel is present with six [SF] Dissident personnel, return him to his owner's hand to destroy an opponent's event."
Emanuel Stevens,N,2,Starfleet,[Stf][Pa],Dissident.,Human,Astrometrics Engineer Physics Science,4,6,5,"While this personnel is present with a stopped [SF] Dissident personnel, he is attributes +1 and gains Geology."
John Frederick Paxton Man of His Word,Y,4,Starfleet,[Pa],Dissident.,Human,Acquisition 2 Anthropology Geology 2 Leadership Treachery,2,6,5,"While this personnel is facing a dilemma that requires a skill, if you do not command a [SF] Officer personnel, you may kill your [SF] Dissident personnel present to replace all levels of that skill with 2 Geology."
